Word,Word-ID,Syn-ID,Synonym,CEFR,Strength,Syllabel
holiday,501,450,break,2,3,3
holiday,501,1169,celebration,3,3,3
holiday,501,1559,festival,3,3,3
holiday,501,3214,liberty,4,2,3
holiday,501,7527,anniversary,3,3,3
holiday,501,8765,festivity,-1,3,3
holiday,501,10699,fete,-1,2,3
holiday,501,13021,fiesta,-1,2,3
holiday,501,14217,jubilee,-1,2,3
holiday,501,15117,recess,-1,3,3
holiday,501,17101,feast,-1,3,3
holiday,501,20865,layoff,-1,3,3
homework,34362,103,instruction,6,1,3
homework,34362,798,practice,4,1,3
homework,34362,1280,class,1,1,3
homework,34362,1714,task,4,1,3
homework,34362,1959,education,3,1,3
homework,34362,2272,study,1,1,3
homework,34362,2378,exercise,2,1,3
homework,34362,2445,quiz,2,2,3
homework,34362,2492,test,1,1,3
homework,34362,2508,period,3,2,3
homework,34362,3928,lecture,3,1,3
homework,34362,4325,reading,1,1,3
homework,34362,4338,assignment,3,2,3
homework,34362,4546,drill,-1,2,3
homework,34362,4566,recitation,-1,2,3
homework,34362,12544,coaching,4,2,3
homework,34362,36462,schooling,6,2,3
homework,34362,36463,teaching,3,1,3
homework,34362,37027,tutoring,-1,3,3
its,259,2843,particular,4,1,1
its,259,2944,peculiar,4,1,1
its,259,3410,individual,4,1,1
its,259,4466,resident,4,1,1
its,259,6798,inherent,6,1,1
its,259,7126,intrinsic,6,1,1
its,259,8041,endemic,-1,1,1
business,33950,43,game,1,2,3
business,33950,154,line,2,2,3
business,33950,491,bag,1,2,3
business,33950,1726,craft,4,2,3
business,33950,2443,field,2,1,3
business,33950,2533,dodge,-1,2,3
business,33950,3501,function,4,2,3
business,33950,3794,pursuit,4,2,3
business,33950,4540,livelihood,-1,2,3
business,33950,6289,employment,3,1,3
business,33950,6636,racket,-1,2,3
business,33950,7472,specialty,-1,2,3
business,33950,14624,vocation,6,2,3
business,33950,15458,biz,-1,2,3
business,33950,31442,trade,3,1,3
business,33950,31473,work,1,1,3
business,33950,34862,career,3,2,3
business,33950,35448,occupation,2,2,3
business,33950,36986,calling,-1,2,3
cinema,4174,13316,bijou,-1,2,3
cinema,4174,19600,playhouse,-1,2,3
plane,475,529,flat,3,2,1
plane,475,1158,uniform,2,2,1
plane,475,1274,regular,3,2,1
plane,475,4577,flush,-1,2,1
plane,475,21972,plain,3,2,1
plane,475,22686,smooth,3,2,1
actor,32400,357,star,1,1,2
actor,32400,563,extra,2,2,2
actor,32400,1088,character,3,1,2
actor,32400,1433,mimic,-1,2,2
actor,32400,2383,player,1,1,2
actor,32400,2735,artist,2,1,2
